series,code,,set_name,supertype,rarity,card_number,card_title,pokemon,release_date,normal_price,holo_price,rev_holo_price,price
Sword & Shield,,swsh3-139,Darkness Ablaze,Pokémon,Uncommon,139,Ursaring,217,8/14/2020,0.04,,0.17,0.17
Sword & Shield,,swsh3-140,Darkness Ablaze,Pokémon,Rare,140,Lugia,249,8/14/2020,0.27,,0.9,0.9
Sword & Shield,,swsh3-141,Darkness Ablaze,Pokémon,Common,141,Skitty,300,8/14/2020,0.04,,0.18,0.18
Sword & Shield,,swsh3-142,Darkness Ablaze,Pokémon,Rare,142,Delcatty,301,8/14/2020,0.12,,0.51,0.51
Sword & Shield,,swsh3-143,Darkness Ablaze,Pokémon,Rare Holo V,143,Salamence V,373,8/14/2020,,1.19,,1.19
Sword & Shield,,swsh3-144,Darkness Ablaze,Pokémon,Rare Holo VMAX,144,Salamence VMAX,373,8/14/2020,,4.29,,4.29
Sword & Shield,,swsh3-145,Darkness Ablaze,Pokémon,Common,145,Starly,396,8/14/2020,0.03,,0.12,0.12
Sword & Shield,,swsh3-146,Darkness Ablaze,Pokémon,Uncommon,146,Staravia,397,8/14/2020,0.04,,0.18,0.18
Sword & Shield,,swsh3-147,Darkness Ablaze,Pokémon,Rare,147,Staraptor,398,8/14/2020,0.28,,0.6,0.6
Sword & Shield,,swsh3-148,Darkness Ablaze,Pokémon,Common,148,Ducklett,580,8/14/2020,0.05,,0.16,0.16
Sword & Shield,,swsh3-149,Darkness Ablaze,Pokémon,Rare,149,Swanna,581,8/14/2020,0.11,,0.49,0.49
Sword & Shield,,swsh3-150,Darkness Ablaze,Pokémon,Common,150,Bunnelby,659,8/14/2020,0.05,,0.23,0.23
Sword & Shield,,swsh3-151,Darkness Ablaze,Pokémon,Common,151,Fletchling,661,8/14/2020,0.02,,0.15,0.15
Sword & Shield,,swsh3-152,Darkness Ablaze,Pokémon,Common,152,Skwovet,819,8/14/2020,0.05,,0.17,0.17
Sword & Shield,,swsh3-153,Darkness Ablaze,Pokémon,Rare,153,Greedent,820,8/14/2020,0.19,,0.45,0.45
Sword & Shield,,swsh3-154,Darkness Ablaze,Pokémon,Common,154,Rookidee,821,8/14/2020,0.02,,0.16,0.16
Sword & Shield,,swsh3-155,Darkness Ablaze,Pokémon,Uncommon,155,Corvisquire,822,8/14/2020,0.04,,0.19,0.19
Sword & Shield,,swsh3-156,Darkness Ablaze,Pokémon,Rare Holo,156,Corviknight,823,8/14/2020,,0.32,0.44,0.44
Sword & Shield,,swsh3-157,Darkness Ablaze,Trainer,Uncommon,157,Big Parasol,,8/14/2020,0.1,,0.3,0.3
Sword & Shield,,swsh3-158,Darkness Ablaze,Trainer,Uncommon,158,Billowing Smoke,,8/14/2020,0.07,,0.22,0.22
Sword & Shield,,swsh3-159,Darkness Ablaze,Trainer,Uncommon,159,Bird Keeper,,8/14/2020,0.17,,0.41,0.41
Sword & Shield,,swsh3-160,Darkness Ablaze,Trainer,Uncommon,160,Cape of Toughness,,8/14/2020,0.56,,1.16,1.16
Sword & Shield,,swsh3-161,Darkness Ablaze,Trainer,Uncommon,161,Familiar Bell,,8/14/2020,0.18,,0.68,0.68
Sword & Shield,,swsh3-162,Darkness Ablaze,Trainer,Uncommon,162,Glimwood Tangle,,8/14/2020,0.13,,0.58,0.58
Sword & Shield,,swsh3-163,Darkness Ablaze,Trainer,Uncommon,163,Kabu,,8/14/2020,0.11,,0.37,0.37
Sword & Shield,,swsh3-164,Darkness Ablaze,Trainer,Uncommon,164,Old PC,,8/14/2020,0.04,,0.34,0.34
Sword & Shield,,swsh3-165,Darkness Ablaze,Trainer,Uncommon,165,Piers,,8/14/2020,0.18,,0.51,0.51
Sword & Shield,,swsh3-166,Darkness Ablaze,Trainer,Uncommon,166,Pokémon Breeder's Nurturing,,8/14/2020,0.18,,0.41,0.41
Sword & Shield,,swsh3-167,Darkness Ablaze,Trainer,Uncommon,167,Rare Fossil,,8/14/2020,0.14,,0.37,0.37
Sword & Shield,,swsh3-168,Darkness Ablaze,Trainer,Uncommon,168,Rose,,8/14/2020,0.21,,0.49,0.49
Sword & Shield,,swsh3-169,Darkness Ablaze,Trainer,Uncommon,169,Rose Tower,,8/14/2020,0.22,,0.32,0.32
Sword & Shield,,swsh3-170,Darkness Ablaze,Trainer,Uncommon,170,Spikemuth,,8/14/2020,0.11,,0.45,0.45
Sword & Shield,,swsh3-171,Darkness Ablaze,Trainer,Uncommon,171,Struggle Gloves,,8/14/2020,0.06,,0.38,0.38
Sword & Shield,,swsh3-172,Darkness Ablaze,Trainer,Uncommon,172,Turbo Patch,,8/14/2020,0.08,,0.4,0.4
Sword & Shield,,swsh3-173,Darkness Ablaze,Trainer,Uncommon,173,Yell Horn,,8/14/2020,0.12,,0.22,0.22
Sword & Shield,,swsh3-174,Darkness Ablaze,Energy,Uncommon,174,Heat Fire Energy,,8/14/2020,0.25,,0.6,0.6
Sword & Shield,,swsh3-175,Darkness Ablaze,Energy,Uncommon,175,Hiding Darkness Energy,,8/14/2020,0.53,,1.69,1.69
Sword & Shield,,swsh3-176,Darkness Ablaze,Energy,Uncommon,176,Powerful Colorless Energy,,8/14/2020,0.2,,0.27,0.27
Sword & Shield,,swsh3-177,Darkness Ablaze,Pokémon,Rare Ultra,177,Butterfree V,12,8/14/2020,,3.05,,3.05
Sword & Shield,,swsh3-178,Darkness Ablaze,Pokémon,Rare Ultra,178,Houndoom V,229,8/14/2020,,3.34,,3.34
Sword & Shield,,swsh3-179,Darkness Ablaze,Pokémon,Rare Ultra,179,Centiskorch V,851,8/14/2020,,2.25,,2.25
Sword & Shield,,swsh3-180,Darkness Ablaze,Pokémon,Rare Ultra,180,Vikavolt V,738,8/14/2020,,2.73,,2.73
Sword & Shield,,swsh3-181,Darkness Ablaze,Pokémon,Rare Ultra,181,Rhyperior V,464,8/14/2020,,2.77,,2.77
Sword & Shield,,swsh3-182,Darkness Ablaze,Pokémon,Rare Ultra,182,Crobat V,169,8/14/2020,,4.43,,4.43
Sword & Shield,,swsh3-183,Darkness Ablaze,Pokémon,Rare Ultra,183,Scizor V,212,8/14/2020,,3.44,,3.44
Sword & Shield,,swsh3-184,Darkness Ablaze,Pokémon,Rare Ultra,184,Galarian Stunfisk V,618,8/14/2020,,2.31,,2.31
Sword & Shield,,swsh3-185,Darkness Ablaze,Pokémon,Rare Ultra,185,Salamence V,373,8/14/2020,,3.18,,3.18
Sword & Shield,,swsh3-186,Darkness Ablaze,Trainer,Rare Ultra,186,Kabu,,8/14/2020,,2.7,,2.7
Sword & Shield,,swsh3-187,Darkness Ablaze,Trainer,Rare Ultra,187,Piers,,8/14/2020,,3.35,,3.35
Sword & Shield,,swsh3-188,Darkness Ablaze,Trainer,Rare Ultra,188,Pokémon Breeder's Nurturing,,8/14/2020,,2.96,,2.96
Sword & Shield,,swsh3-189,Darkness Ablaze,Trainer,Rare Ultra,189,Rose,,8/14/2020,,2.49,,2.49
Sword & Shield,,swsh3-190,Darkness Ablaze,Pokémon,Rare Rainbow,190,Butterfree VMAX,12,8/14/2020,,11.4,,11.4
Sword & Shield,,swsh3-191,Darkness Ablaze,Pokémon,Rare Rainbow,191,Centiskorch VMAX,851,8/14/2020,,5.76,,5.76
Sword & Shield,,swsh3-192,Darkness Ablaze,Pokémon,Rare Rainbow,192,Eternatus VMAX,890,8/14/2020,,13.46,,13.46
Sword & Shield,,swsh3-193,Darkness Ablaze,Pokémon,Rare Rainbow,193,Scizor VMAX,212,8/14/2020,,10.53,,10.53
Sword & Shield,,swsh3-194,Darkness Ablaze,Pokémon,Rare Rainbow,194,Salamence VMAX,373,8/14/2020,,13.63,,13.63
Sword & Shield,,swsh3-195,Darkness Ablaze,Trainer,Rare Rainbow,195,Pokémon Breeder's Nurturing,,8/14/2020,,4.37,,4.37
Sword & Shield,,swsh3-196,Darkness Ablaze,Trainer,Rare Rainbow,196,Rose,,8/14/2020,,5.05,,5.05
Sword & Shield,,swsh3-197,Darkness Ablaze,Pokémon,Rare Secret,197,Rillaboom,812,8/14/2020,,12.38,,12.38
Sword & Shield,,swsh3-198,Darkness Ablaze,Pokémon,Rare Secret,198,Coalossal,839,8/14/2020,,9.53,,9.53
Sword & Shield,,swsh3-199,Darkness Ablaze,Trainer,Rare Secret,199,Big Parasol,,8/14/2020,,3.39,,3.39
Sword & Shield,,swsh3-200,Darkness Ablaze,Trainer,Rare Secret,200,Turbo Patch,,8/14/2020,,3.62,,3.62
Sword & Shield,,swsh3-201,Darkness Ablaze,Energy,Rare Secret,201,Capture Energy,,8/14/2020,,19.02,,19.02
Sword & Shield,,swsh45-1,Shining Fates,Pokémon,Common,1,Yanma,193,2/19/2021,0.04,,0.15,0.15
Sword & Shield,,swsh45-2,Shining Fates,Pokémon,Rare,2,Yanmega,469,2/19/2021,0.07,,0.21,0.21
Sword & Shield,,swsh45-3,Shining Fates,Pokémon,Rare,3,Celebi,251,2/19/2021,0.14,,0.37,0.37
Sword & Shield,,swsh45-4,Shining Fates,Pokémon,Common,4,Cacnea,331,2/19/2021,0.03,,0.13,0.13
Sword & Shield,,swsh45-5,Shining Fates,Pokémon,Uncommon,5,Tropius,357,2/19/2021,0.05,,0.15,0.15
Sword & Shield,,swsh45-6,Shining Fates,Pokémon,Common,6,Rowlet,722,2/19/2021,0.04,,0.19,0.19
Sword & Shield,,swsh45-7,Shining Fates,Pokémon,Uncommon,7,Dartrix,723,2/19/2021,0.05,,0.18,0.18
Sword & Shield,,swsh45-8,Shining Fates,Pokémon,Rare Holo,8,Decidueye,724,2/19/2021,,0.22,0.27,0.27
Sword & Shield,,swsh45-9,Shining Fates,Pokémon,Rare Holo V,9,Dhelmise V,781,2/19/2021,,1.04,,1.04
Sword & Shield,,swsh45-10,Shining Fates,Pokémon,Rare Holo VMAX,10,Dhelmise VMAX,781,2/19/2021,,2.82,,2.82
Sword & Shield,,swsh45-11,Shining Fates,Pokémon,Common,11,Grookey,810,2/19/2021,0.05,,0.17,0.17
Sword & Shield,,swsh45-12,Shining Fates,Pokémon,Uncommon,12,Thwackey,811,2/19/2021,0.06,,0.16,0.16
Sword & Shield,,swsh45-13,Shining Fates,Pokémon,Rare Holo,13,Rillaboom,812,2/19/2021,,0.3,0.32,0.32
Sword & Shield,,swsh45-14,Shining Fates,Pokémon,Common,14,Gossifleur,829,2/19/2021,0.04,,0.14,0.14
Sword & Shield,,swsh45-15,Shining Fates,Pokémon,Uncommon,15,Eldegoss,830,2/19/2021,0.03,,0.19,0.19
Sword & Shield,,swsh45-16,Shining Fates,Pokémon,Rare,16,Zarude,893,2/19/2021,0.1,,0.23,0.23
Sword & Shield,,swsh45-17,Shining Fates,Pokémon,Amazing Rare,17,Reshiram,643,2/19/2021,,1.49,,1.49
Sword & Shield,,swsh45-18,Shining Fates,Pokémon,Rare Holo V,18,Cinderace V,815,2/19/2021,,1.25,,1.25
Sword & Shield,,swsh45-19,Shining Fates,Pokémon,Rare Holo VMAX,19,Cinderace VMAX,815,2/19/2021,,2.81,,2.81
Sword & Shield,,swsh45-20,Shining Fates,Pokémon,Common,20,Horsea,116,2/19/2021,0.04,,0.14,0.14
Sword & Shield,,swsh45-21,Shining Fates,Pokémon,Amazing Rare,21,Kyogre,382,2/19/2021,,1.67,,1.67
Sword & Shield,,swsh45-22,Shining Fates,Pokémon,Common,22,Buizel,418,2/19/2021,0.04,,0.12,0.12
Sword & Shield,,swsh45-23,Shining Fates,Pokémon,Uncommon,23,Floatzel,419,2/19/2021,0.04,,0.16,0.16
Sword & Shield,,swsh45-24,Shining Fates,Pokémon,Rare,24,Manaphy,490,2/19/2021,0.13,,0.33,0.33
Sword & Shield,,swsh45-25,Shining Fates,Pokémon,Rare,25,Volcanion,721,2/19/2021,0.1,,0.24,0.24
Sword & Shield,,swsh45-26,Shining Fates,Pokémon,Common,26,Chewtle,833,2/19/2021,0.04,,0.18,0.18
Sword & Shield,,swsh45-27,Shining Fates,Pokémon,Rare,27,Drednaw,834,2/19/2021,0.08,,0.22,0.22
Sword & Shield,,swsh45-28,Shining Fates,Pokémon,Uncommon,28,Cramorant,845,2/19/2021,0.04,,0.13,0.13
Sword & Shield,,swsh45-29,Shining Fates,Pokémon,Common,29,Snom,872,2/19/2021,0.12,,0.23,0.23
Sword & Shield,,swsh45-30,Shining Fates,Pokémon,Rare Holo,30,Frosmoth,873,2/19/2021,,0.22,0.31,0.31
Sword & Shield,,swsh45-31,Shining Fates,Pokémon,Common,31,Shinx,403,2/19/2021,0.04,,0.17,0.17
Sword & Shield,,swsh45-32,Shining Fates,Pokémon,Uncommon,32,Luxio,404,2/19/2021,0.05,,0.14,0.14
Sword & Shield,,swsh45-33,Shining Fates,Pokémon,Rare Holo,33,Luxray,405,2/19/2021,,0.19,0.28,0.28
Sword & Shield,,swsh45-34,Shining Fates,Pokémon,Uncommon,34,Rotom,479,2/19/2021,0.03,,0.17,0.17
Sword & Shield,,swsh45-35,Shining Fates,Pokémon,Common,35,Morpeko,877,2/19/2021,0.05,,0.15,0.15
Sword & Shield,,swsh45-36,Shining Fates,Pokémon,Common,36,Morpeko,877,2/19/2021,0.06,,0.21,0.21
Sword & Shield,,swsh45-37,Shining Fates,Pokémon,Rare Holo V,37,Morpeko V,877,2/19/2021,,0.9,,0.9
Sword & Shield,,swsh45-38,Shining Fates,Pokémon,Rare Holo VMAX,38,Morpeko VMAX,877,2/19/2021,,2.76,,2.76
Sword & Shield,,swsh45-39,Shining Fates,Pokémon,Rare Holo V,39,Indeedee V,876,2/19/2021,,0.87,,0.87
Sword & Shield,,swsh45-40,Shining Fates,Pokémon,Common,40,Trapinch,328,2/19/2021,0.05,,0.15,0.15
Sword & Shield,,swsh45-41,Shining Fates,Pokémon,Common,41,Koffing,109,2/19/2021,0.12,,0.24,0.24
Sword & Shield,,swsh45-42,Shining Fates,Pokémon,Rare Holo,42,Galarian Weezing,110,2/19/2021,,0.28,0.34,0.34
Sword & Shield,,swsh45-43,Shining Fates,Pokémon,Common,43,Spinarak,167,2/19/2021,0.04,,0.15,0.15
Sword & Shield,,swsh45-44,Shining Fates,Pokémon,Rare Holo V,44,Crobat V,169,2/19/2021,,2.27,,2.27
Sword & Shield,,swsh45-45,Shining Fates,Pokémon,Rare Holo VMAX,45,Crobat VMAX,169,2/19/2021,,2.47,,2.47
Sword & Shield,,swsh45-46,Shining Fates,Pokémon,Amazing Rare,46,Yveltal,717,2/19/2021,,1.25,,1.25
Sword & Shield,,swsh45-47,Shining Fates,Pokémon,Common,47,Nickit,827,2/19/2021,0.05,,0.18,0.18
Sword & Shield,,swsh45-48,Shining Fates,Pokémon,Rare Holo,48,Thievul,828,2/19/2021,,0.1,0.18,0.18
Sword & Shield,,swsh45-49,Shining Fates,Pokémon,Common,49,Cufant,878,2/19/2021,0.04,,0.14,0.14
Sword & Shield,,swsh45-50,Shining Fates,Pokémon,Rare Holo V,50,Ditto V,132,2/19/2021,,1.21,,1.21
Sword & Shield,,swsh45-51,Shining Fates,Pokémon,Rare Holo VMAX,51,Ditto VMAX,132,2/19/2021,,3.14,,3.14
Sword & Shield,,swsh45-52,Shining Fates,Pokémon,Common,52,Eevee,133,2/19/2021,0.09,,0.21,0.21
Sword & Shield,,swsh45-53,Shining Fates,Pokémon,Rare Holo V,53,Greedent V,820,2/19/2021,,0.72,,0.72
Sword & Shield,,swsh45-54,Shining Fates,Pokémon,Rare Holo V,54,Cramorant V,845,2/19/2021,,0.94,,0.94
Sword & Shield,,swsh45-55,Shining Fates,Pokémon,Rare Holo VMAX,55,Cramorant VMAX,845,2/19/2021,,2.19,,2.19
Sword & Shield,,swsh45-56,Shining Fates,Pokémon,Rare Holo,56,Indeedee,876,2/19/2021,,0.15,0.19,0.19
Sword & Shield,,swsh45-57,Shining Fates,Trainer,Uncommon,57,Ball Guy,,2/19/2021,0.1,,0.24,0.24
Sword & Shield,,swsh45-58,Shining Fates,Trainer,Rare,58,Boss's Orders,,2/19/2021,0.59,,1.06,1.06
Sword & Shield,,swsh45-59,Shining Fates,Trainer,Uncommon,59,Gym Trainer,,2/19/2021,0.04,,0.21,0.21
Sword & Shield,,swsh45-60,Shining Fates,Trainer,Rare,60,Professor's Research,,2/19/2021,0.26,,0.65,0.65
Sword & Shield,,swsh45-61,Shining Fates,Trainer,Uncommon,61,Rusted Shield,,2/19/2021,0.05,,0.15,0.15
Sword & Shield,,swsh45-62,Shining Fates,Trainer,Uncommon,62,Rusted Sword,,2/19/2021,0.08,,0.21,0.21
Sword & Shield,,swsh45-63,Shining Fates,Trainer,Uncommon,63,Team Yell Towel,,2/19/2021,0.04,,0.14,0.14
Sword & Shield,,swsh45-64,Shining Fates,Pokémon,Rare Ultra,64,Alcremie V,869,2/19/2021,,2.91,,2.91
Sword & Shield,,swsh45-65,Shining Fates,Trainer,Rare Ultra,65,Ball Guy,,2/19/2021,,3.03,,3.03
Sword & Shield,,swsh45-66,Shining Fates,Trainer,Rare Ultra,66,Bird Keeper,,2/19/2021,,3.68,,3.68
Sword & Shield,,swsh45-67,Shining Fates,Trainer,Rare Ultra,67,Cara Liss,,2/19/2021,,1.95,,1.95
Sword & Shield,,swsh45-68,Shining Fates,Trainer,Rare Ultra,68,Gym Trainer,,2/19/2021,,1.56,,1.56
Sword & Shield,,swsh45-69,Shining Fates,Trainer,Rare Ultra,69,Piers,,2/19/2021,,3.21,,3.21
Sword & Shield,,swsh45-70,Shining Fates,Trainer,Rare Ultra,70,Poké Kid,,2/19/2021,,4.16,,4.16
Sword & Shield,,swsh45-71,Shining Fates,Trainer,Rare Ultra,71,Rose,,2/19/2021,,2.25,,2.25
Sword & Shield,,swsh45-72,Shining Fates,Trainer,Rare Ultra,72,Skyla,,2/19/2021,,12.12,,12.12
Sword & Shield,,swsh45-73,Shining Fates,Pokémon,Rare Rainbow,73,Alcremie VMAX,869,2/19/2021,,2.67,,2.67
Sword & Shield,,swsh45sv-SV001,Shiny Vault,Pokémon,Rare Shiny,SV001,Rowlet,722,2/19/2021,,1.9,,1.9
Sword & Shield,,swsh45sv-SV002,Shiny Vault,Pokémon,Rare Shiny,SV002,Dartrix,723,2/19/2021,,5.02,,5.02
Sword & Shield,,swsh45sv-SV003,Shiny Vault,Pokémon,Rare Shiny,SV003,Decidueye,724,2/19/2021,,8.22,,8.22
Sword & Shield,,swsh45sv-SV004,Shiny Vault,Pokémon,Rare Shiny,SV004,Grookey,810,2/19/2021,,2.28,,2.28
Sword & Shield,,swsh45sv-SV005,Shiny Vault,Pokémon,Rare Shiny,SV005,Thwackey,811,2/19/2021,,4.95,,4.95
Sword & Shield,,swsh45sv-SV006,Shiny Vault,Pokémon,Rare Shiny,SV006,Rillaboom,812,2/19/2021,,7.53,,7.53
Sword & Shield,,swsh45sv-SV007,Shiny Vault,Pokémon,Rare Shiny,SV007,Blipbug,824,2/19/2021,,2.19,,2.19
Sword & Shield,,swsh45sv-SV008,Shiny Vault,Pokémon,Rare Shiny,SV008,Dottler,825,2/19/2021,,2.99,,2.99
Sword & Shield,,swsh45sv-SV009,Shiny Vault,Pokémon,Rare Shiny,SV009,Orbeetle,826,2/19/2021,,2.95,,2.95
Sword & Shield,,swsh45sv-SV010,Shiny Vault,Pokémon,Rare Shiny,SV010,Gossifleur,829,2/19/2021,,4.05,,4.05
Sword & Shield,,swsh45sv-SV011,Shiny Vault,Pokémon,Rare Shiny,SV011,Eldegoss,830,2/19/2021,,3.28,,3.28
Sword & Shield,,swsh45sv-SV012,Shiny Vault,Pokémon,Rare Shiny,SV012,Applin,840,2/19/2021,,4.96,,4.96
Sword & Shield,,swsh45sv-SV013,Shiny Vault,Pokémon,Rare Shiny,SV013,Flapple,841,2/19/2021,,3.69,,3.69
Sword & Shield,,swsh45sv-SV014,Shiny Vault,Pokémon,Rare Shiny,SV014,Appletun,842,2/19/2021,,5.32,,5.32
Sword & Shield,,swsh45sv-SV015,Shiny Vault,Pokémon,Rare Shiny,SV015,Scorbunny,813,2/19/2021,,2.78,,2.78
Sword & Shield,,swsh45sv-SV016,Shiny Vault,Pokémon,Rare Shiny,SV016,Raboot,814,2/19/2021,,5.88,,5.88
Sword & Shield,,swsh45sv-SV017,Shiny Vault,Pokémon,Rare Shiny,SV017,Cinderace,815,2/19/2021,,7.58,,7.58
Sword & Shield,,swsh45sv-SV018,Shiny Vault,Pokémon,Rare Shiny,SV018,Sizzlipede,850,2/19/2021,,2.33,,2.33
Sword & Shield,,swsh45sv-SV019,Shiny Vault,Pokémon,Rare Shiny,SV019,Centiskorch,851,2/19/2021,,3.29,,3.29
Sword & Shield,,swsh45sv-SV020,Shiny Vault,Pokémon,Rare Shiny,SV020,Galarian Mr. Mime,,2/19/2021,,2.82,,2.82
Sword & Shield,,swsh45sv-SV021,Shiny Vault,Pokémon,Rare Shiny,SV021,Galarian Mr. Rime,,2/19/2021,,1.43,,1.43
Sword & Shield,,swsh45sv-SV022,Shiny Vault,Pokémon,Rare Shiny,SV022,Suicune,245,2/19/2021,,21.83,,21.83
Sword & Shield,,swsh45sv-SV023,Shiny Vault,Pokémon,Rare Shiny,SV023,Galarian Darumaka,554,2/19/2021,,2.51,,2.51
Sword & Shield,,swsh45sv-SV024,Shiny Vault,Pokémon,Rare Shiny,SV024,Galarian Darmanitan,555,2/19/2021,,2.78,,2.78
Sword & Shield,,swsh45sv-SV025,Shiny Vault,Pokémon,Rare Shiny,SV025,Sobble,816,2/19/2021,,2.43,,2.43
Sword & Shield,,swsh45sv-SV026,Shiny Vault,Pokémon,Rare Shiny,SV026,Drizzile,817,2/19/2021,,18.27,,18.27
Sword & Shield,,swsh45sv-SV027,Shiny Vault,Pokémon,Rare Shiny,SV027,Inteleon,818,2/19/2021,,13.22,,13.22
Sword & Shield,,swsh45sv-SV028,Shiny Vault,Pokémon,Rare Shiny,SV028,Chewtle,833,2/19/2021,,3.01,,3.01
Sword & Shield,,swsh45sv-SV029,Shiny Vault,Pokémon,Rare Shiny,SV029,Drednaw,834,2/19/2021,,2.7,,2.7
Sword & Shield,,swsh45sv-SV030,Shiny Vault,Pokémon,Rare Shiny,SV030,Cramorant,845,2/19/2021,,1.4,,1.4
Sword & Shield,,swsh45sv-SV031,Shiny Vault,Pokémon,Rare Shiny,SV031,Arrokuda,846,2/19/2021,,2.46,,2.46
Sword & Shield,,swsh45sv-SV032,Shiny Vault,Pokémon,Rare Shiny,SV032,Barraskewda,847,2/19/2021,,2.22,,2.22
Sword & Shield,,swsh45sv-SV033,Shiny Vault,Pokémon,Rare Shiny,SV033,Snom,872,2/19/2021,,2.1,,2.1
Sword & Shield,,swsh45sv-SV034,Shiny Vault,Pokémon,Rare Shiny,SV034,Frosmoth,873,2/19/2021,,6.12,,6.12
Sword & Shield,,swsh45sv-SV035,Shiny Vault,Pokémon,Rare Shiny,SV035,Eiscue,875,2/19/2021,,4.18,,4.18
Sword & Shield,,swsh45sv-SV036,Shiny Vault,Pokémon,Rare Shiny,SV036,Dracovish,882,2/19/2021,,4.14,,4.14
Sword & Shield,,swsh45sv-SV037,Shiny Vault,Pokémon,Rare Shiny,SV037,Arctovish,883,2/19/2021,,2.64,,2.64
Sword & Shield,,swsh45sv-SV038,Shiny Vault,Pokémon,Rare Shiny,SV038,Rotom,479,2/19/2021,,3.46,,3.46
Sword & Shield,,swsh45sv-SV039,Shiny Vault,Pokémon,Rare Shiny,SV039,Yamper,835,2/19/2021,,7.32,,7.32
Sword & Shield,,swsh45sv-SV040,Shiny Vault,Pokémon,Rare Shiny,SV040,Boltund,836,2/19/2021,,3.3,,3.3
Sword & Shield,,swsh45sv-SV041,Shiny Vault,Pokémon,Rare Shiny,SV041,Toxel,848,2/19/2021,,4.07,,4.07
Sword & Shield,,swsh45sv-SV042,Shiny Vault,Pokémon,Rare Shiny,SV042,Toxtricity,849,2/19/2021,,1.59,,1.59
Sword & Shield,,swsh45sv-SV043,Shiny Vault,Pokémon,Rare Shiny,SV043,Pincurchin,871,2/19/2021,,2.87,,2.87
Sword & Shield,,swsh45sv-SV044,Shiny Vault,Pokémon,Rare Shiny,SV044,Morpeko,877,2/19/2021,,4.61,,4.61
Sword & Shield,,swsh45sv-SV045,Shiny Vault,Pokémon,Rare Shiny,SV045,Dracozolt,880,2/19/2021,,2.53,,2.53
Sword & Shield,,swsh45sv-SV046,Shiny Vault,Pokémon,Rare Shiny,SV046,Arctozolt,881,2/19/2021,,2.26,,2.26
Sword & Shield,,swsh45sv-SV047,Shiny Vault,Pokémon,Rare Shiny,SV047,Galarian Ponyta,77,2/19/2021,,8.75,,8.75
Sword & Shield,,swsh45sv-SV048,Shiny Vault,Pokémon,Rare Shiny,SV048,Galarian Rapidash,78,2/19/2021,,9.05,,9.05
Sword & Shield,,swsh45sv-SV049,Shiny Vault,Pokémon,Rare Shiny,SV049,Galarian Corsola,222,2/19/2021,,2.98,,2.98
Sword & Shield,,swsh45sv-SV050,Shiny Vault,Pokémon,Rare Shiny,SV050,Galarian Cursola,864,2/19/2021,,3.13,,3.13
Sword & Shield,,swsh45sv-SV051,Shiny Vault,Pokémon,Rare Shiny,SV051,Dedenne,702,2/19/2021,,1.67,,1.67
Sword & Shield,,swsh45sv-SV052,Shiny Vault,Pokémon,Rare Shiny,SV052,Sinistea,854,2/19/2021,,3.87,,3.87
Sword & Shield,,swsh45sv-SV053,Shiny Vault,Pokémon,Rare Shiny,SV053,Polteageist,855,2/19/2021,,1.53,,1.53
Sword & Shield,,swsh45sv-SV054,Shiny Vault,Pokémon,Rare Shiny,SV054,Hatenna,856,2/19/2021,,2.97,,2.97
Sword & Shield,,swsh45sv-SV055,Shiny Vault,Pokémon,Rare Shiny,SV055,Hattrem,857,2/19/2021,,2.7,,2.7
Sword & Shield,,swsh45sv-SV056,Shiny Vault,Pokémon,Rare Shiny,SV056,Hatterene,858,2/19/2021,,2.48,,2.48
Sword & Shield,,swsh45sv-SV057,Shiny Vault,Pokémon,Rare Shiny,SV057,Milcery,868,2/19/2021,,3.48,,3.48
Sword & Shield,,swsh45sv-SV058,Shiny Vault,Pokémon,Rare Shiny,SV058,Alcremie,869,2/19/2021,,3.05,,3.05
Sword & Shield,,swsh45sv-SV059,Shiny Vault,Pokémon,Rare Shiny,SV059,Indeedee,876,2/19/2021,,2.78,,2.78
Sword & Shield,,swsh45sv-SV060,Shiny Vault,Pokémon,Rare Shiny,SV060,Dreepy,885,2/19/2021,,4.26,,4.26
Sword & Shield,,swsh45sv-SV061,Shiny Vault,Pokémon,Rare Shiny,SV061,Drakloak,886,2/19/2021,,4.88,,4.88
Sword & Shield,,swsh45sv-SV062,Shiny Vault,Pokémon,Rare Shiny,SV062,Dragapult,887,2/19/2021,,1.95,,1.95
Sword & Shield,,swsh45sv-SV063,Shiny Vault,Pokémon,Rare Shiny,SV063,Galarian Farfetch'd,83,2/19/2021,,3.26,,3.26
Sword & Shield,,swsh45sv-SV064,Shiny Vault,Pokémon,Rare Shiny,SV064,Galarian Sirfetch'd,865,2/19/2021,,1.42,,1.42
Sword & Shield,,swsh45sv-SV065,Shiny Vault,Pokémon,Rare Shiny,SV065,Galarian Yamask,562,2/19/2021,,2.7,,2.7
Sword & Shield,,swsh45sv-SV066,Shiny Vault,Pokémon,Rare Shiny,SV066,Galarian Runerigus,867,2/19/2021,,2.74,,2.74
Sword & Shield,,swsh45sv-SV067,Shiny Vault,Pokémon,Rare Shiny,SV067,Rolycoly,837,2/19/2021,,2.37,,2.37
Sword & Shield,,swsh45sv-SV068,Shiny Vault,Pokémon,Rare Shiny,SV068,Carkol,838,2/19/2021,,2.51,,2.51
Sword & Shield,,swsh45sv-SV069,Shiny Vault,Pokémon,Rare Shiny,SV069,Coalossal,839,2/19/2021,,3.02,,3.02
